,,total_passengers,total_passengers,total_passengers,total_passengers,total_passengers,total_passengers,total_passengers,total_passengers,avg_price,avg_price,avg_price,avg_price,avg_price,avg_price,avg_price,avg_price
,,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max
origin_state,destination,,,,,,,,,,,,,,,,
CO,"Fort Myers, FL",27.0,1077.5555555555557,575.5983731556988,149.0,756.0,1054.0,1353.0,2243.0,27.0,309.4841894771202,45.64683139478474,234.83459677227108,289.24971504016213,299.4524998513762,321.3354311772215,447.8627450980392
CO,"Fresno, CA",6.0,419.0,267.1366691414715,162.0,177.75,414.0,643.5,705.0,6.0,240.53494860861198,28.480323082741638,199.14176135822913,228.72852377445582,236.00712185990966,260.3257187523831,277.31944444444446
CO,"Grand Rapids, MI",24.0,847.25,582.2730011138134,147.0,207.25,909.5,1149.25,1900.0,24.0,279.471123264683,41.14885137440145,210.7046708153596,246.5002160447147,289.8131989382266,317.21622983033427,341.3968253968254
CO,"Greensboro/High Point, NC",3.0,363.0,190.59643228560182,169.0,269.5,370.0,460.0,550.0,3.0,266.2451023299798,14.75073044094621,257.723880044428,257.72876460608086,257.7336491677337,270.5057134727557,283.27777777777777
CO,"Greenville/Spartanburg, SC",2.0,134.5,150.61374439273462,28.0,81.25,134.5,187.75,241.0,2.0,239.82765335929892,19.881611892446667,225.76923076923077,232.79844206426486,239.82765335929892,246.85686465433298,253.88607594936707
CO,"Harrisburg, PA",3.0,302.6666666666667,206.72284182773157,172.0,183.5,195.0,368.0,541.0,3.0,290.45175533587644,14.524888974239213,279.00645648381976,282.2817996704813,285.5571428571429,296.1744047619048,306.7916666666667
CO,"Hartford, CT",30.0,1138.7333333333333,325.892613298152,593.0,828.75,1166.0,1431.75,1645.0,30.0,383.2142224747522,102.0004484593355,272.34648963647624,318.11526188285995,343.8274106990276,383.36866567993803,622.4045805650082
CO,"Houston, TX",30.0,7056.5,2019.697019783942,4002.0,5223.25,7131.0,8413.75,10455.0,30.0,288.8144655375141,84.74340048014948,182.21437490039781,238.92103484570296,268.02372299880574,298.7518343778324,562.1241879060469
CO,"Indianapolis, IN",30.0,2530.0,763.4239117066725,1338.0,2010.5,2653.5,3249.75,3832.0,30.0,267.6859121243291,67.43601788842072,191.44797663482424,225.99043656536728,244.41460431561737,284.02255202664395,455.1518317962602
CO,"Jacksonville, FL",29.0,982.9310344827586,453.76558855824,127.0,751.0,971.0,1124.0,1894.0,29.0,327.12264794708386,54.982726235762414,256.6141017425005,282.92505702183126,307.2011826367424,366.0421269188163,459.88
CO,"Kalispell, MT",1.0,67.0,,67.0,67.0,67.0,67.0,67.0,1.0,282.9113924050633,,282.9113924050633,282.9113924050633,282.9113924050633,282.9113924050633,282.9113924050633
CO,"Kansas City, MO",30.0,3872.4333333333334,831.0546553806705,1747.0,3452.0,4152.0,4503.0,4987.0,30.0,221.24881522856694,41.81089885456456,172.80863260349926,191.2888777639294,206.9955417722217,248.64973520944574,329.44822110349025
CO,"Knoxville, TN",9.0,509.0,357.4419533294882,172.0,186.0,283.0,881.0,1022.0,9.0,232.70044347860585,25.165210860794115,184.28715687668893,225.1153846153846,230.82828282828285,242.9315068493151,276.36231884057975
CO,"Las Vegas, NV",30.0,8671.2,2383.530059560312,3713.0,6054.0,9532.0,10204.5,12044.0,30.0,198.4137450258593,36.64588054574351,162.59935743820117,173.28431719383332,184.50120994112748,216.33221337545788,274.7069520748187
CO,"Little Rock, AR",9.0,712.4444444444445,222.54444000643505,382.0,514.0,806.0,895.0,960.0,9.0,230.43830355072274,24.778679652026547,201.41182318245077,213.34755859375002,224.5179661016949,252.48131967986583,270.06339941943054
CO,"Los Angeles, CA (Metropolitan Area)",30.0,17414.266666666666,4466.114240499833,8532.0,14424.75,16909.0,21029.0,24316.0,30.0,264.31366315141133,73.29492111700175,170.335312940072,210.65313145698514,241.20956292241596,299.83248190246064,435.2847626871017
CO,"Louisville, KY",20.0,731.05,262.19066485449497,328.0,486.5,775.0,910.0,1140.0,20.0,281.86525524109214,33.58859045218654,233.9532253375968,255.2798878390958,278.5740295731353,301.2537509564237,340.2991148104109
CO,"Madison, WI",18.0,779.1111111111111,399.92997753119806,163.0,540.75,764.0,1046.75,1410.0,18.0,257.6181897179797,36.29049227296087,203.02609651455518,227.8653216111495,269.8873839660223,290.1476299897556,307.67857142857144
CO,"Memphis, TN",24.0,791.0416666666666,430.43521748257933,126.0,450.75,720.5,1122.75,1473.0,24.0,318.10495670329806,102.65496165934938,201.83578463932588,233.16197263993058,285.8683324197327,411.94287394044204,487.96011462205706
CO,"Miami, FL (Metropolitan Area)",30.0,4988.933333333333,2040.0011652013798,2024.0,3729.75,4287.5,6964.0,8920.0,30.0,324.2423248180384,77.69662401809329,217.82410687077925,274.0961299863076,301.96101466175094,326.32864187961866,502.6252971576227
CO,"Midland/Odessa, TX",1.0,372.0,,372.0,372.0,372.0,372.0,372.0,1.0,248.12544802867384,,248.12544802867384,248.12544802867384,248.12544802867384,248.12544802867384,248.12544802867384
CO,"Milwaukee, WI",30.0,2169.866666666667,819.4059552750577,1013.0,1253.75,2061.5,2816.0,3438.0,30.0,261.5178226178789,74.6518712602403,180.9496820204401,214.3757701491508,228.1520589269129,265.7637423959918,415.89066901408444
CO,"Minneapolis/St. Paul, MN",30.0,6761.4,1571.3267093721174,3227.0,5823.0,6517.5,8193.75,9110.0,30.0,210.49051469853188,31.38618264301981,156.05673564968623,194.31136990759103,202.12141947915154,233.4494246566729,267.1009028707142
CO,"Missoula, MT",2.0,157.0,128.69343417595164,66.0,111.5,157.0,202.5,248.0,2.0,192.98582542194094,6.947902192410378,188.07291666666669,190.52937104430382,192.98582542194094,195.44227979957807,197.8987341772152
CO,"Myrtle Beach, SC",1.0,30.0,,30.0,30.0,30.0,30.0,30.0,1.0,194.53164556962025,,194.53164556962025,194.53164556962025,194.53164556962025,194.53164556962025,194.53164556962025
CO,"Nashville, TN",30.0,2431.8333333333335,1346.5389627340603,568.0,1228.0,2398.5,3396.0,5073.0,30.0,302.4300290918011,102.73682635067053,204.04855015750016,234.87562932188405,257.6435081832352,337.0000787967481,542.1486441642172
CO,"New Orleans, LA",30.0,2127.2,843.7001183211797,983.0,1459.0,1730.0,2932.5,3475.0,30.0,293.73075051562785,75.71434100121385,193.7644575912258,240.04588385844113,262.7931516031506,327.56330857080303,453.4612605511216
CO,"New York City, NY (Metropolitan Area)",30.0,12759.533333333333,3150.144197392846,6349.0,10648.5,11583.5,14896.5,18709.0,30.0,373.2361867266597,82.44561149392828,274.13408271211847,321.76577749151545,350.7714857739269,391.6038238551082,555.9533686244087
CO,"Norfolk, VA (Metropolitan Area)",24.0,714.4583333333334,284.85190342361756,164.0,489.75,688.0,963.0,1163.0,24.0,317.1143933430895,35.60505607988253,243.99021402063948,292.5924290193422,313.21605188930897,340.43092060953524,386.1802701674277
CO,"Oklahoma City, OK",30.0,1540.4,584.1095551468005,609.0,1010.5,1635.0,2094.25,2390.0,30.0,251.21120793887633,88.2421671079094,169.92355445850046,191.41964185319165,215.48189449307736,274.8466327341841,476.49112546406957
CO,"Omaha, NE",30.0,2027.8333333333333,545.7187657249546,968.0,1641.0,2045.5,2469.25,2947.0,30.0,223.7867543331907,58.3211310680524,148.53784022786397,176.06756770142653,201.60613009459303,272.49741260603537,335.80136900060666
CO,"Orlando, FL",30.0,5429.4,1838.8519581896555,2939.0,3923.75,4852.5,6831.25,8992.0,30.0,296.8964854794511,60.332709844852694,205.1117922067824,250.9247889847708,286.03416112405534,326.7061370773434,413.99452431289643
CO,"Palm Springs, CA",14.0,449.35714285714283,301.2912230698085,157.0,189.0,340.0,666.0,942.0,14.0,288.8099887512491,50.80220694742086,235.53613406505602,264.0286379166424,271.09903877772615,282.75783631291665,392.6933333333333
CO,"Panama City, FL",2.0,138.0,43.840620433565945,107.0,122.5,138.0,153.5,169.0,2.0,233.05920262144048,15.268159424507495,222.26298355613392,227.6610930887872,233.05920262144048,238.45731215409373,243.855421686747
CO,"Pensacola, FL",8.0,862.75,378.2847566884729,446.0,484.0,861.5,1174.25,1390.0,8.0,218.78653642925158,29.197191503715892,165.5718624056309,206.28577427131913,223.2186737485349,231.80449677949477,263.1336590038314
CO,"Philadelphia, PA",30.0,3861.9,1433.8568761837112,1552.0,2564.5,4015.5,4616.5,6373.0,30.0,375.7323387584546,140.72094841852268,216.95417940260532,278.2918787472522,329.059708954743,416.5569785568844,687.2571868771475
CO,"Phoenix, AZ",30.0,10211.033333333333,2881.1134040725365,5919.0,7478.75,10761.0,12516.75,14828.0,30.0,216.20511060318825,61.13859314253731,160.47986792893877,176.94797739729023,186.54904976841473,243.03738494397146,362.31132345167595
CO,"Pittsburgh, PA",30.0,1597.2333333333333,517.0215551654952,874.0,1208.0,1511.5,1892.0,2542.0,30.0,359.72029419640796,94.37383135294444,236.59743252925725,284.25489494067074,346.2442171703565,383.5790277330522,568.0579535864979
CO,"Portland, ME",7.0,237.28571428571428,72.05718628449279,76.0,249.5,262.0,273.0,278.0,7.0,323.6469626336615,53.53838432331561,242.69620253164555,286.1190476190476,347.0120481927711,353.35786290322585,396.8666666666667
CO,"Portland, OR",30.0,3890.133333333333,1144.7343836870639,1985.0,2762.0,3954.0,4765.75,5783.0,30.0,266.841029772034,73.68180368868765,180.8133405605331,221.9127403511083,237.83437717590635,287.75044081518547,436.0890063424947
CO,"Raleigh/Durham, NC",30.0,1887.6333333333334,863.0079507099027,607.0,1231.75,1662.0,2483.5,3588.0,30.0,322.62014292854406,93.31534389945034,215.94902427966474,267.45895786850025,295.0939762292803,325.5443538393183,566.3421540362439
CO,"Reno, NV",30.0,1225.3333333333333,277.4671565942639,746.0,1076.5,1281.5,1378.75,1684.0,30.0,268.9472455487992,49.82365216395987,218.2788882478705,247.8065788366201,255.56117618225744,265.7994976824425,423.88748394744636
CO,"Richmond, VA",18.0,582.1666666666666,372.9341922708427,173.0,358.0,472.5,730.5,1383.0,18.0,332.0328229675002,41.685504567220484,278.0881555153707,293.41324724109427,321.2900195694716,371.85504721734515,397.8413523179702
CO,"Rochester, NY",4.0,175.75,11.7011395456454,167.0,170.0,171.5,177.25,193.0,4.0,315.28356807511733,9.88165440267349,303.12857142857143,309.34464285714284,316.8690476190476,322.80797283702213,324.2676056338028
CO,"Sacramento, CA",30.0,2453.3,822.6091437908262,1044.0,1637.0,2706.5,3053.75,3747.0,30.0,305.1049494465625,92.52921595672814,193.60811949239806,225.3946193870067,289.5968570876911,329.17453869407154,497.45455611243
CO,"Salt Lake City, UT",30.0,4551.966666666666,1213.0395701915807,2316.0,3481.25,5066.0,5514.0,6329.0,30.0,206.27457867119767,51.92615037770158,134.41325432807145,171.32667061327555,183.80199442742583,252.02485242684395,310.0806942374565
CO,"San Antonio, TX",30.0,2109.9,835.0917913618838,966.0,1339.0,2175.0,2651.25,3647.0,30.0,277.35380769303316,79.64143379290843,183.8299045237554,213.10455422746318,256.41156949785125,315.2521666169677,465.48362979714443
CO,"San Diego, CA",30.0,5445.833333333333,1622.8920563108259,3008.0,3880.5,5483.5,6848.75,8158.0,30.0,248.8894209424911,58.85836721840113,183.42030534608134,204.31801432346288,224.3496320765501,283.68165530571014,371.84996761467346
CO,"San Francisco, CA (Metropolitan Area)",30.0,12297.2,2931.3172206835375,5081.0,11001.25,12286.0,13215.25,17696.0,30.0,300.16637224911597,80.56208377833211,213.6553127095715,232.0216396699541,278.9981181560764,345.5545686621688,511.2273382386406
CO,"Santa Barbara, CA",11.0,742.0,317.1554823741819,219.0,585.0,813.0,934.5,1124.0,11.0,240.32070875670604,17.728547444318032,217.22309033086663,227.94885159258206,232.04221914175506,256.5001600193245,267.0250981280193
CO,"Sarasota/Bradenton, FL",3.0,194.66666666666666,26.764404221527766,166.0,182.5,199.0,209.0,219.0,3.0,294.3273148148148,24.560382268731328,269.43750000000006,282.21875,295.0,306.77222222222224,318.5444444444444
CO,"Savannah, GA",5.0,419.6,89.50027932917304,289.0,376.0,440.0,476.0,517.0,5.0,293.0387654849183,28.6810602457041,267.4824403998975,270.48484848484844,282.8659131205673,309.4002213788741,334.960404040404
CO,"Seattle, WA",30.0,6521.833333333333,1809.3079660720987,3372.0,5114.5,6255.0,7719.75,9866.0,30.0,264.86170010608964,70.89096071180724,160.45702509122032,215.940173931546,242.9107738161711,302.14875022453293,437.81257221827667
CO,"Sioux Falls, SD",7.0,347.57142857142856,183.4610377735621,67.0,233.5,369.0,476.0,578.0,7.0,201.90337892335552,13.918307067531629,183.03225806451613,190.5308016877637,207.95349750598956,210.14478102947484,220.98673145850566
CO,"South Bend, IN",1.0,146.0,,146.0,146.0,146.0,146.0,146.0,1.0,230.77551020408163,,230.77551020408163,230.77551020408163,230.77551020408163,230.77551020408163,230.77551020408163
CO,"Spokane, WA",29.0,901.9310344827586,456.03226162774945,145.0,402.0,947.0,1327.0,1422.0,29.0,283.32467767941426,71.36706593294402,192.95574953776133,233.36157386052798,249.11250941974382,314.3833333333333,451.5882352941176
CO,"St. Louis, MO",30.0,3123.866666666667,959.5690388032979,1883.0,2162.0,3216.0,3985.0,4562.0,30.0,277.0342207524219,95.51042403454466,184.50002860444627,216.7003333605781,233.98923311218113,302.5780311440547,534.2060742091604
CO,"Syracuse, NY",8.0,284.875,171.32795410306767,83.0,186.5,231.5,363.75,542.0,8.0,280.50740428603115,41.658022462862604,201.9113924050633,265.06069711538464,286.53828272484185,309.1919490103992,323.7590361445784
CO,"Tampa, FL (Metropolitan Area)",30.0,3172.266666666667,1316.531072313835,1238.0,2309.25,2872.5,3918.75,5951.0,30.0,310.9107307139846,76.76630207320451,214.97742292604897,266.95897636497295,284.86376958393384,323.06540465046714,503.15639769452457
CO,"Tucson, AZ",30.0,1416.3,441.53401477903896,664.0,980.25,1441.0,1692.5,2268.0,30.0,260.7383170659216,66.12708803602978,164.45419090022708,216.4686880425728,246.1395450795702,277.6179575642539,413.71728900030786
CO,"Tulsa, OK",28.0,1168.392857142857,398.0150136090359,135.0,878.5,1347.5,1461.25,1632.0,28.0,280.3059142646925,101.8208740831162,183.23117690704166,202.4578912478912,249.9144162360634,284.19844264645894,530.0612671526586
CO,"Washington, DC (Metropolitan Area)",30.0,10969.066666666668,2422.315619592034,4915.0,9177.75,11313.0,12369.0,15024.0,30.0,366.346986629049,79.38126007268919,227.62800262693642,299.1626862947653,362.12228531454025,413.8246403087175,518.840892407198
CO,"West Palm Beach/Palm Beach, FL",18.0,215.38888888888889,49.52496564584596,137.0,187.75,203.5,241.25,332.0,18.0,312.78092404957926,72.86468017235518,227.6164383561644,261.5806451612903,280.84621212121215,333.9270833333333,456.44
CO,"Wichita, KS",9.0,350.1111111111111,214.9688607940953,84.0,168.0,331.0,499.0,725.0,9.0,218.37223561325652,45.07491364724942,152.83132530120483,202.1165178571429,207.21568510154634,231.030303030303,289.5184021543986
CT,"Houston, TX",27.0,652.1111111111111,242.05503718295358,184.0,489.5,701.0,860.5,966.0,27.0,397.0333947081758,73.99638168931138,279.0104166666667,349.24098716223995,385.630351235649,423.2398264986461,646.5244236583521
CT,"Indianapolis, IN",7.0,413.14285714285717,210.68968379382713,153.0,254.0,459.0,518.5,735.0,7.0,297.9305818836289,47.41550571113452,232.0956903594771,270.0684041026359,294.71428571428567,322.8587860653843,372.8497167755991
CT,"Jacksonville, FL",13.0,471.53846153846155,261.3097189749536,133.0,172.0,492.0,705.0,811.0,13.0,236.39812423008541,26.072379112392312,180.1334388185654,223.44600738846265,235.8448275862069,252.16378490790257,285.96428571428567
CT,"Kansas City, MO",1.0,159.0,,159.0,159.0,159.0,159.0,159.0,1.0,308.79245283018867,,308.79245283018867,308.79245283018867,308.79245283018867,308.79245283018867,308.79245283018867
CT,"Las Vegas, NV",29.0,1295.551724137931,441.877454424939,160.0,1149.0,1301.0,1559.0,2005.0,29.0,333.2846974213502,56.72863423958346,263.19552895728447,279.4692392991794,325.03111940443563,369.8346658780537,481.97959183673464
CT,"Los Angeles, CA (Metropolitan Area)",30.0,1960.3666666666666,447.52480057136137,708.0,1787.5,2028.5,2215.0,2601.0,30.0,423.3509101471464,102.85389953130928,307.92442608882214,356.64503192108873,403.09713153340965,431.8216546633772,695.5913882036331
CT,"Miami, FL (Metropolitan Area)",30.0,3259.9666666666667,739.5497923752658,1621.0,2541.25,3569.5,3871.25,3974.0,30.0,240.257958202183,31.593439728775188,176.90866969361127,223.0815334778747,239.02314258549308,259.54620547884224,301.24106807070325
CT,"Milwaukee, WI",1.0,307.0,,307.0,307.0,307.0,307.0,307.0,1.0,412.4369930382577,,412.4369930382577,412.4369930382577,412.4369930382577,412.4369930382577,412.4369930382577
CT,"Minneapolis/St. Paul, MN",30.0,952.2333333333333,263.3264243237401,148.0,840.0,1000.5,1135.25,1330.0,30.0,477.5498803175346,131.17509537817588,272.76339701770735,388.9851380436546,457.7334288030694,565.5916847463509,712.2325970548862
CT,"Myrtle Beach, SC",8.0,412.5,193.83424435768381,205.0,257.75,356.5,582.75,708.0,8.0,126.10050495403858,10.067227779447322,113.12494791666667,117.53999814529476,128.79461168618136,131.78721278721275,140.97838281060734
CT,"Nashville, TN",22.0,629.2727272727273,271.40694832986793,167.0,368.75,743.5,819.75,1030.0,22.0,264.7410785171791,32.36666537502949,227.9153314618873,238.68654783477754,257.3605819568334,275.61043335424307,328.61381826741996
CT,"New Orleans, LA",10.0,601.7,273.7740552596855,134.0,411.5,673.5,799.5,948.0,10.0,261.75470432893644,46.23352931523375,200.0532895764963,236.3857075321227,246.97332826155184,290.48899412314734,336.165500829307
CT,"New York City, NY (Metropolitan Area)",1.0,262.0,,262.0,262.0,262.0,262.0,262.0,1.0,273.14177798982195,,273.14177798982195,273.14177798982195,273.14177798982195,273.14177798982195,273.14177798982195
CT,"Orlando, FL",30.0,5267.833333333333,1243.9301478152533,2007.0,4485.5,5312.5,5965.5,7829.0,30.0,215.0253014895147,28.312712809210314,154.59933757226312,200.99325098980037,217.12450127385617,233.36517764595226,275.87454241188163
CT,"Philadelphia, PA",12.0,792.3333333333334,448.27311750626745,135.0,308.25,1022.5,1105.75,1365.0,12.0,388.73393780246744,152.63279733272037,142.95822404371586,207.82799671592778,483.8580399831074,494.38903637389666,509.69006734006723
CT,"Phoenix, AZ",30.0,990.8333333333334,367.3766350137458,280.0,739.25,950.0,1342.75,1557.0,30.0,382.14702583861646,91.25768417856679,265.6140699928579,312.0920478283448,361.69608715149934,421.9872833014501,606.294693877551
CT,"Pittsburgh, PA",10.0,742.6,178.23093633448337,292.0,706.25,779.5,857.25,908.0,10.0,452.07930232851106,90.86371294264615,246.72396046988624,466.074901781114,484.3008791087671,497.01456522298895,538.8557251908397
CT,"Portland, OR",4.0,164.5,5.066228051190222,157.0,163.75,166.5,167.25,168.0,4.0,339.5144116659203,18.634129721560228,326.75862068965523,328.9987460815047,332.1227272727273,342.6383928571428,367.0535714285714
CT,"Raleigh/Durham, NC",27.0,827.1481481481482,308.9251469834505,270.0,592.0,834.0,1047.5,1367.0,27.0,259.87562697043865,53.3652841834016,138.6796025038273,237.3945838969799,268.7177798848153,283.591150883415,365.4379371069183
CT,"San Antonio, TX",1.0,182.0,,182.0,182.0,182.0,182.0,182.0,1.0,278.7818181818182,,278.7818181818182,278.7818181818182,278.7818181818182,278.7818181818182,278.7818181818182
CT,"San Diego, CA",23.0,656.1304347826087,258.0752716743748,196.0,430.5,754.0,895.0,965.0,23.0,417.7401573188171,84.84093763455574,323.40641251221894,355.14989006705036,398.3222193414571,434.78498633138815,615.1303814812144
CT,"San Francisco, CA (Metropolitan Area)",30.0,1307.0666666666666,419.1743883112278,274.0,1225.0,1400.5,1507.75,2016.0,30.0,459.2368130475539,113.37753487695515,339.23426563396447,391.63373878128266,426.16844774607114,469.4073670825213,735.1063261021693
CT,"Sarasota/Bradenton, FL",5.0,163.0,43.243496620879306,124.0,132.0,140.0,201.0,218.0,5.0,209.57981287030944,86.99502370739332,108.9784946236559,123.46875,247.6326530612245,272.9791666666667,294.84
